population,size,pop#,corruption#,linkage-approach,threshold,metric,max-sibling-gap,tp,fp,fn,precision,recall,f-measure,link-time-seconds,max-memory-usage,ROs,code-version,hostname,linkage-fields-1,linkage-fields--2
synthetic-scotland,13k,3,0,sibling-birth-bundler,0.67,JENSEN_SHANNON,40,20122,93,0,0.9954,1,0.9977,71,3988741104,70,d36f4d52acd58b56950d51b99d9f1adb55529885,hogun-8.cluster,"FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE","FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE"
synthetic-scotland,13k,3,2,sibling-birth-bundler,0.67,JENSEN_SHANNON,40,16257,64,3865,0.9961,0.8079,0.8922,80,3118324920,70,d36f4d52acd58b56950d51b99d9f1adb55529885,hogun-2.cluster,"FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE","FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE"
synthetic-scotland,13k,3,1,sibling-birth-bundler,0.67,JENSEN_SHANNON,40,17997,79,2125,0.9956,0.8944,0.9423,91,3746131240,70,d36f4d52acd58b56950d51b99d9f1adb55529885,hogun-7.cluster,"FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE","FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE"
synthetic-scotland,13k,4,0,sibling-birth-bundler,0.67,JENSEN_SHANNON,40,19717,112,0,0.9944,1,0.9972,86,3431057288,70,d36f4d52acd58b56950d51b99d9f1adb55529885,hogun-10.cluster,"FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE","FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE"
synthetic-scotland,13k,4,1,sibling-birth-bundler,0.67,JENSEN_SHANNON,40,17744,90,1973,0.995,0.8999,0.9451,86,1375777848,70,d36f4d52acd58b56950d51b99d9f1adb55529885,hogun-3.cluster,"FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE","FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE"
synthetic-scotland,13k,4,2,sibling-birth-bundler,0.67,JENSEN_SHANNON,40,15775,86,3942,0.9946,0.8001,0.8868,73,2730353728,70,d36f4d52acd58b56950d51b99d9f1adb55529885,hogun-9.cluster,"FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE","FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE"
synthetic-scotland,13k,5,0,sibling-birth-bundler,0.67,JENSEN_SHANNON,40,20177,62,0,0.9969,1,0.9985,73,3647837448,70,d36f4d52acd58b56950d51b99d9f1adb55529885,hogun-5.cluster,"FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE","FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE"
synthetic-scotland,13k,5,2,sibling-birth-bundler,0.67,JENSEN_SHANNON,40,16148,52,4029,0.9968,0.8003,0.8878,74,3271640584,70,d36f4d52acd58b56950d51b99d9f1adb55529885,hogun-6.cluster,"FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE","FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE"
synthetic-scotland,13k,5,1,sibling-birth-bundler,0.67,JENSEN_SHANNON,40,18202,56,1975,0.9969,0.9021,0.9472,112,4039460312,70,d36f4d52acd58b56950d51b99d9f1adb55529885,hogun-8.cluster,"FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE","FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE"
synthetic-scotland,13k,1,0,birth-death-sibling,0.9,JENSEN_SHANNON,40,23536,30935336,0,0.0008,1,0.0015,126,2662189240,70,d36f4d52acd58b56950d51b99d9f1adb55529885,sif-1.cluster,"Birth.FATHER_FORENAME, Birth.FATHER_SURNAME, Birth.MOTHER_FORENAME, Birth.MOTHER_MAIDEN_SURNAME","Death.FATHER_FORENAME, Death.FATHER_SURNAME, Death.MOTHER_FORENAME, Death.MOTHER_MAIDEN_SURNAME"
synthetic-scotland,13k,1,1,birth-death-sibling,0.9,JENSEN_SHANNON,40,22560,29630294,976,0.0008,0.9585,0.0015,177,2662189240,70,d36f4d52acd58b56950d51b99d9f1adb55529885,sif-1.cluster,"Birth.FATHER_FORENAME, Birth.FATHER_SURNAME, Birth.MOTHER_FORENAME, Birth.MOTHER_MAIDEN_SURNAME","Death.FATHER_FORENAME, Death.FATHER_SURNAME, Death.MOTHER_FORENAME, Death.MOTHER_MAIDEN_SURNAME"
synthetic-scotland,13k,1,2,birth-death-sibling,0.9,JENSEN_SHANNON,40,21558,28245817,1978,0.0008,0.916,0.0015,238,2662189240,70,d36f4d52acd58b56950d51b99d9f1adb55529885,sif-1.cluster,"Birth.FATHER_FORENAME, Birth.FATHER_SURNAME, Birth.MOTHER_FORENAME, Birth.MOTHER_MAIDEN_SURNAME","Death.FATHER_FORENAME, Death.FATHER_SURNAME, Death.MOTHER_FORENAME, Death.MOTHER_MAIDEN_SURNAME"
synthetic-scotland,13k,2,0,birth-death-sibling,0.9,JENSEN_SHANNON,40,22145,28250908,0,0.0008,1,0.0016,283,2662189240,70,d36f4d52acd58b56950d51b99d9f1adb55529885,sif-1.cluster,"Birth.FATHER_FORENAME, Birth.FATHER_SURNAME, Birth.MOTHER_FORENAME, Birth.MOTHER_MAIDEN_SURNAME","Death.FATHER_FORENAME, Death.FATHER_SURNAME, Death.MOTHER_FORENAME, Death.MOTHER_MAIDEN_SURNAME"
synthetic-scotland,13k,2,1,birth-death-sibling,0.9,JENSEN_SHANNON,40,21128,27043036,1017,0.0008,0.9541,0.0016,343,2662189240,70,d36f4d52acd58b56950d51b99d9f1adb55529885,sif-1.cluster,"Birth.FATHER_FORENAME, Birth.FATHER_SURNAME, Birth.MOTHER_FORENAME, Birth.MOTHER_MAIDEN_SURNAME","Death.FATHER_FORENAME, Death.FATHER_SURNAME, Death.MOTHER_FORENAME, Death.MOTHER_MAIDEN_SURNAME"
synthetic-scotland,13k,2,2,birth-death-sibling,0.9,JENSEN_SHANNON,40,20201,25806949,1944,0.0008,0.9122,0.0016,388,2662189240,70,d36f4d52acd58b56950d51b99d9f1adb55529885,sif-1.cluster,"Birth.FATHER_FORENAME, Birth.FATHER_SURNAME, Birth.MOTHER_FORENAME, Birth.MOTHER_MAIDEN_SURNAME","Death.FATHER_FORENAME, Death.FATHER_SURNAME, Death.MOTHER_FORENAME, Death.MOTHER_MAIDEN_SURNAME"
synthetic-scotland,13k,3,0,birth-death-sibling,0.9,JENSEN_SHANNON,40,22581,29097200,0,0.0008,1,0.0015,412,2662189240,70,d36f4d52acd58b56950d51b99d9f1adb55529885,sif-1.cluster,"Birth.FATHER_FORENAME, Birth.FATHER_SURNAME, Birth.MOTHER_FORENAME, Birth.MOTHER_MAIDEN_SURNAME","Death.FATHER_FORENAME, Death.FATHER_SURNAME, Death.MOTHER_FORENAME, Death.MOTHER_MAIDEN_SURNAME"
synthetic-scotland,13k,3,1,birth-death-sibling,0.9,JENSEN_SHANNON,40,21616,27867434,965,0.0008,0.9573,0.0015,631,2662189240,70,d36f4d52acd58b56950d51b99d9f1adb55529885,sif-1.cluster,"Birth.FATHER_FORENAME, Birth.FATHER_SURNAME, Birth.MOTHER_FORENAME, Birth.MOTHER_MAIDEN_SURNAME","Death.FATHER_FORENAME, Death.FATHER_SURNAME, Death.MOTHER_FORENAME, Death.MOTHER_MAIDEN_SURNAME"
synthetic-scotland,133k,2,2,sibling-birth-bundler,0.67,JENSEN_SHANNON,40,165885,5184,40300,0.9697,0.8045,0.8794,6002,3473149240,90,d36f4d52acd58b56950d51b99d9f1adb55529885,hogun-4.cluster,"FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE","FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE"
synthetic-scotland,13k,3,2,birth-death-sibling,0.9,JENSEN_SHANNON,40,20614,26562546,1967,0.0008,0.9129,0.0015,729,2662189240,70,d36f4d52acd58b56950d51b99d9f1adb55529885,sif-1.cluster,"Birth.FATHER_FORENAME, Birth.FATHER_SURNAME, Birth.MOTHER_FORENAME, Birth.MOTHER_MAIDEN_SURNAME","Death.FATHER_FORENAME, Death.FATHER_SURNAME, Death.MOTHER_FORENAME, Death.MOTHER_MAIDEN_SURNAME"
synthetic-scotland,133k,3,1,sibling-birth-bundler,0.67,JENSEN_SHANNON,40,186779,6862,20563,0.9646,0.9008,0.9316,6133,3978359208,90,d36f4d52acd58b56950d51b99d9f1adb55529885,hogun-1.cluster,"FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE","FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE"
synthetic-scotland,13k,4,0,birth-death-sibling,0.9,JENSEN_SHANNON,40,22031,27946237,0,0.0008,1,0.0016,149,4233955728,70,d36f4d52acd58b56950d51b99d9f1adb55529885,hogun-4.cluster,"Birth.FATHER_FORENAME, Birth.FATHER_SURNAME, Birth.MOTHER_FORENAME, Birth.MOTHER_MAIDEN_SURNAME","Death.FATHER_FORENAME, Death.FATHER_SURNAME, Death.MOTHER_FORENAME, Death.MOTHER_MAIDEN_SURNAME"
synthetic-scotland,133k,4,0,sibling-birth-bundler,0.67,JENSEN_SHANNON,40,207191,6028,0,0.9717,1,0.9857,6263,3655406816,90,d36f4d52acd58b56950d51b99d9f1adb55529885,hogun-11.cluster,"FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE","FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE"
synthetic-scotland,13k,4,2,birth-death-sibling,0.9,JENSEN_SHANNON,40,20285,25626917,1746,0.0008,0.9207,0.0016,158,3978359208,70,d36f4d52acd58b56950d51b99d9f1adb55529885,hogun-1.cluster,"Birth.FATHER_FORENAME, Birth.FATHER_SURNAME, Birth.MOTHER_FORENAME, Birth.MOTHER_MAIDEN_SURNAME","Death.FATHER_FORENAME, Death.FATHER_SURNAME, Death.MOTHER_FORENAME, Death.MOTHER_MAIDEN_SURNAME"
synthetic-scotland,133k,2,1,sibling-birth-bundler,0.67,JENSEN_SHANNON,40,185623,6065,20562,0.9684,0.9003,0.9331,6719,3639632432,90,d36f4d52acd58b56950d51b99d9f1adb55529885,hogun-9.cluster,"FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE","FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE"
synthetic-scotland,13k,5,1,birth-death-sibling,0.9,JENSEN_SHANNON,40,21553,28623320,1114,0.0008,0.9509,0.0015,166,3655406816,70,d36f4d52acd58b56950d51b99d9f1adb55529885,hogun-11.cluster,"Birth.FATHER_FORENAME, Birth.FATHER_SURNAME, Birth.MOTHER_FORENAME, Birth.MOTHER_MAIDEN_SURNAME","Death.FATHER_FORENAME, Death.FATHER_SURNAME, Death.MOTHER_FORENAME, Death.MOTHER_MAIDEN_SURNAME"
synthetic-scotland,13k,5,0,birth-death-sibling,0.9,JENSEN_SHANNON,40,22667,30023099,0,0.0008,1,0.0015,229,4233955728,70,d36f4d52acd58b56950d51b99d9f1adb55529885,hogun-4.cluster,"Birth.FATHER_FORENAME, Birth.FATHER_SURNAME, Birth.MOTHER_FORENAME, Birth.MOTHER_MAIDEN_SURNAME","Death.FATHER_FORENAME, Death.FATHER_SURNAME, Death.MOTHER_FORENAME, Death.MOTHER_MAIDEN_SURNAME"
synthetic-scotland,13k,1,0,sibling-birth-bundler,0.67,JENSEN_SHANNON,25,20862,47,49,0.9978,0.9977,0.9977,107,3639632432,70,d36f4d52acd58b56950d51b99d9f1adb55529885,hogun-9.cluster,"FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE","FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE"
synthetic-scotland,13k,1,1,sibling-birth-bundler,0.67,JENSEN_SHANNON,25,18736,35,2175,0.9981,0.896,0.9443,153,4596172016,70,d36f4d52acd58b56950d51b99d9f1adb55529885,hogun-11.cluster,"FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE","FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE"
synthetic-scotland,13k,5,2,birth-death-sibling,0.9,JENSEN_SHANNON,40,20711,27478392,1956,0.0008,0.9137,0.0015,233,4567737944,70,d36f4d52acd58b56950d51b99d9f1adb55529885,hogun-1.cluster,"Birth.FATHER_FORENAME, Birth.FATHER_SURNAME, Birth.MOTHER_FORENAME, Birth.MOTHER_MAIDEN_SURNAME","Death.FATHER_FORENAME, Death.FATHER_SURNAME, Death.MOTHER_FORENAME, Death.MOTHER_MAIDEN_SURNAME"
synthetic-scotland,13k,2,0,sibling-birth-bundler,0.67,JENSEN_SHANNON,25,19464,49,31,0.9975,0.9984,0.9979,115,3650567936,70,d36f4d52acd58b56950d51b99d9f1adb55529885,hogun-9.cluster,"FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE","FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE"
synthetic-scotland,13k,1,2,sibling-birth-bundler,0.67,JENSEN_SHANNON,25,16818,34,4093,0.998,0.8043,0.8907,190,4233955728,70,d36f4d52acd58b56950d51b99d9f1adb55529885,hogun-4.cluster,"FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE","FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE"
