population,size,pop#,corruption#,linkage-approach,threshold,metric,max-sibling-gap,tp,fp,fn,precision,recall,f-measure,link-time-seconds,max-memory-usage,ROs,code-version,hostname,linkage-fields-1,linkage-fields--2
synthetic-scotland,13k,2,1,sibling-birth-bundler,0.67,JENSEN_SHANNON,25,17197,46,2298,0.9973,0.8821,0.9362,170,4596172016,70,d36f4d52acd58b56950d51b99d9f1adb55529885,hogun-11.cluster,"FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE","FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE"
synthetic-scotland,13k,3,0,sibling-birth-bundler,0.67,JENSEN_SHANNON,25,20085,76,37,0.9962,0.9982,0.9972,134,3650567936,70,d36f4d52acd58b56950d51b99d9f1adb55529885,hogun-9.cluster,"FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE","FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE"
synthetic-scotland,13k,2,2,sibling-birth-bundler,0.67,JENSEN_SHANNON,25,15482,41,4013,0.9974,0.7942,0.8842,177,4567737944,70,d36f4d52acd58b56950d51b99d9f1adb55529885,hogun-1.cluster,"FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE","FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE"
synthetic-scotland,13k,3,1,sibling-birth-bundler,0.67,JENSEN_SHANNON,25,17962,64,2160,0.9964,0.8927,0.9417,180,4233955728,70,d36f4d52acd58b56950d51b99d9f1adb55529885,hogun-4.cluster,"FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE","FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE"
synthetic-scotland,13k,4,0,sibling-birth-bundler,0.67,JENSEN_SHANNON,25,19691,85,26,0.9957,0.9987,0.9972,153,4531589360,70,d36f4d52acd58b56950d51b99d9f1adb55529885,hogun-9.cluster,"FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE","FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE"
synthetic-scotland,13k,3,2,sibling-birth-bundler,0.67,JENSEN_SHANNON,25,16217,50,3905,0.9969,0.8059,0.8913,184,4596172016,70,d36f4d52acd58b56950d51b99d9f1adb55529885,hogun-11.cluster,"FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE","FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE"
synthetic-scotland,13k,4,1,sibling-birth-bundler,0.67,JENSEN_SHANNON,25,17719,71,1998,0.996,0.8987,0.9448,216,4567737944,70,d36f4d52acd58b56950d51b99d9f1adb55529885,hogun-1.cluster,"FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE","FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE"
synthetic-scotland,13k,4,1,birth-death-sibling,0.9,JENSEN_SHANNON,40,21152,26811704,879,0.0008,0.9601,0.0016,745,2662189240,70,d36f4d52acd58b56950d51b99d9f1adb55529885,sif-1.cluster,"Birth.FATHER_FORENAME, Birth.FATHER_SURNAME, Birth.MOTHER_FORENAME, Birth.MOTHER_MAIDEN_SURNAME","Death.FATHER_FORENAME, Death.FATHER_SURNAME, Death.MOTHER_FORENAME, Death.MOTHER_MAIDEN_SURNAME"
synthetic-scotland,13k,4,2,sibling-birth-bundler,0.67,JENSEN_SHANNON,25,15750,71,3967,0.9955,0.7988,0.8864,202,4279314952,70,d36f4d52acd58b56950d51b99d9f1adb55529885,hogun-4.cluster,"FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE","FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE"
synthetic-scotland,13k,5,0,sibling-birth-bundler,0.67,JENSEN_SHANNON,25,20138,51,39,0.9975,0.9981,0.9978,198,4531589360,70,d36f4d52acd58b56950d51b99d9f1adb55529885,hogun-9.cluster,"FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE","FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE"
synthetic-scotland,13k,5,1,sibling-birth-bundler,0.67,JENSEN_SHANNON,25,18157,46,2020,0.9975,0.8999,0.9462,202,4596172016,70,d36f4d52acd58b56950d51b99d9f1adb55529885,hogun-11.cluster,"FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE","FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE"
synthetic-scotland,13k,5,2,sibling-birth-bundler,0.67,JENSEN_SHANNON,25,16114,44,4063,0.9973,0.7986,0.887,255,4567737944,70,d36f4d52acd58b56950d51b99d9f1adb55529885,hogun-1.cluster,"FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE","FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE"
synthetic-scotland,133k,5,0,sibling-birth-bundler,0.67,JENSEN_SHANNON,40,205407,7107,0,0.9666,1,0.983,6198,3361120816,90,d36f4d52acd58b56950d51b99d9f1adb55529885,sif-7.cluster,"FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE","FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE"
synthetic-scotland,133k,5,1,sibling-birth-bundler,0.67,JENSEN_SHANNON,40,184838,5922,20569,0.969,0.8999,0.9331,6292,3774412664,90,d36f4d52acd58b56950d51b99d9f1adb55529885,sif-8.cluster,"FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE","FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE"
synthetic-scotland,133k,4,2,sibling-birth-bundler,0.67,JENSEN_SHANNON,40,166017,4451,41174,0.9739,0.8013,0.8792,6635,3493624256,90,d36f4d52acd58b56950d51b99d9f1adb55529885,sif-2.cluster,"FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE","FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE"
synthetic-scotland,133k,2,0,sibling-birth-bundler,0.67,JENSEN_SHANNON,40,206185,7177,0,0.9664,1,0.9829,7789,2558644112,90,d36f4d52acd58b56950d51b99d9f1adb55529885,hogun-3.cluster,"FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE","FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE"
synthetic-scotland,133k,1,1,sibling-birth-bundler,0.67,JENSEN_SHANNON,40,185054,5720,20376,0.97,0.9008,0.9341,7829,3746131240,90,d36f4d52acd58b56950d51b99d9f1adb55529885,hogun-7.cluster,"FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE","FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE"
synthetic-scotland,133k,3,0,sibling-birth-bundler,0.67,JENSEN_SHANNON,40,207342,7812,0,0.9637,1,0.9815,8160,4332779112,90,d36f4d52acd58b56950d51b99d9f1adb55529885,hogun-5.cluster,"FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE","FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE"
synthetic-scotland,133k,1,0,sibling-birth-bundler,0.67,JENSEN_SHANNON,40,205430,6582,0,0.969,1,0.9842,7853,3635354232,90,d36f4d52acd58b56950d51b99d9f1adb55529885,hogun-2.cluster,"FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE","FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE"
synthetic-scotland,133k,3,2,sibling-birth-bundler,0.67,JENSEN_SHANNON,40,167153,5780,40189,0.9666,0.8062,0.8791,8498,3271640584,90,d36f4d52acd58b56950d51b99d9f1adb55529885,hogun-6.cluster,"FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE","FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE"
synthetic-scotland,133k,1,2,sibling-birth-bundler,0.67,JENSEN_SHANNON,40,165638,4912,39792,0.9712,0.8063,0.8811,8468,4358687704,90,d36f4d52acd58b56950d51b99d9f1adb55529885,hogun-10.cluster,"FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE","FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE"
synthetic-scotland,133k,5,2,sibling-birth-bundler,0.67,JENSEN_SHANNON,40,165351,5089,40056,0.9701,0.805,0.8799,8873,2730583944,90,d36f4d52acd58b56950d51b99d9f1adb55529885,sif-9.cluster,"FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE","FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE"
synthetic-scotland,133k,4,1,sibling-birth-bundler,0.67,JENSEN_SHANNON,40,186426,5179,20765,0.973,0.8998,0.9349,10609,4225083952,90,d36f4d52acd58b56950d51b99d9f1adb55529885,hogun-8.cluster,"FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE","FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE"
synthetic-scotland,133k,2,2,sibling-birth-bundler,0.67,JENSEN_SHANNON,25,165485,3876,40700,0.9771,0.8026,0.8813,7940,3508604856,90,d36f4d52acd58b56950d51b99d9f1adb55529885,sif-7.cluster,"FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE","FATHER_FORENAME, FATHER_SURNAME, MOTHER_FORENAME, MOTHER_MAIDEN_SURNAME, PARENTS_PLACE_OF_MARRIAGE, PARENTS_DAY_OF_MARRIAGE, PARENTS_MONTH_OF_MARRIAGE, PARENTS_YEAR_OF_MARRIAGE"
synthetic-scotland,13k,1,0,birth-death-sibling,0.4,JENSEN_SHANNON,25,1,0,23535,1,0,0.0001,46,4220199552,70,d36f4d52acd58b56950d51b99d9f1adb55529885,sif-7.cluster,"Birth.FATHER_FORENAME, Birth.FATHER_SURNAME, Birth.MOTHER_FORENAME, Birth.MOTHER_MAIDEN_SURNAME","Death.FATHER_FORENAME, Death.FATHER_SURNAME, Death.MOTHER_FORENAME, Death.MOTHER_MAIDEN_SURNAME"
synthetic-scotland,13k,1,1,birth-death-sibling,0.4,JENSEN_SHANNON,25,1,0,23535,1,0,0.0001,67,4705592432,70,d36f4d52acd58b56950d51b99d9f1adb55529885,sif-7.cluster,"Birth.FATHER_FORENAME, Birth.FATHER_SURNAME, Birth.MOTHER_FORENAME, Birth.MOTHER_MAIDEN_SURNAME","Death.FATHER_FORENAME, Death.FATHER_SURNAME, Death.MOTHER_FORENAME, Death.MOTHER_MAIDEN_SURNAME"
synthetic-scotland,13k,1,2,birth-death-sibling,0.4,JENSEN_SHANNON,25,1,0,23535,1,0,0.0001,72,4705592432,70,d36f4d52acd58b56950d51b99d9f1adb55529885,sif-7.cluster,"Birth.FATHER_FORENAME, Birth.FATHER_SURNAME, Birth.MOTHER_FORENAME, Birth.MOTHER_MAIDEN_SURNAME","Death.FATHER_FORENAME, Death.FATHER_SURNAME, Death.MOTHER_FORENAME, Death.MOTHER_MAIDEN_SURNAME"
synthetic-scotland,13k,2,0,birth-death-sibling,0.4,JENSEN_SHANNON,25,0,0,22145,0,0,0,78,4705592432,70,d36f4d52acd58b56950d51b99d9f1adb55529885,sif-7.cluster,"Birth.FATHER_FORENAME, Birth.FATHER_SURNAME, Birth.MOTHER_FORENAME, Birth.MOTHER_MAIDEN_SURNAME","Death.FATHER_FORENAME, Death.FATHER_SURNAME, Death.MOTHER_FORENAME, Death.MOTHER_MAIDEN_SURNAME"
synthetic-scotland,13k,2,1,birth-death-sibling,0.4,JENSEN_SHANNON,25,0,0,22145,0,0,0,87,4705592432,70,d36f4d52acd58b56950d51b99d9f1adb55529885,sif-7.cluster,"Birth.FATHER_FORENAME, Birth.FATHER_SURNAME, Birth.MOTHER_FORENAME, Birth.MOTHER_MAIDEN_SURNAME","Death.FATHER_FORENAME, Death.FATHER_SURNAME, Death.MOTHER_FORENAME, Death.MOTHER_MAIDEN_SURNAME"
synthetic-scotland,13k,2,2,birth-death-sibling,0.4,JENSEN_SHANNON,25,0,0,22145,0,0,0,102,4705592432,70,d36f4d52acd58b56950d51b99d9f1adb55529885,sif-7.cluster,"Birth.FATHER_FORENAME, Birth.FATHER_SURNAME, Birth.MOTHER_FORENAME, Birth.MOTHER_MAIDEN_SURNAME","Death.FATHER_FORENAME, Death.FATHER_SURNAME, Death.MOTHER_FORENAME, Death.MOTHER_MAIDEN_SURNAME"
