population,size,pop#,corruption#,linkage-approach,threshold,metric,max-sibling-gap,tp,fp,fn,precision,recall,f-measure,link-time-seconds,max-memory-usage,ROs,code-version,hostname,linkage-fields-1,linkage-fields--2
synthetic-scotland,133k,4,2,birth-death-sibling,0.4,JENSEN_SHANNON,25,4,112,228336,0.0345,0,0,6326,4596172016,90,d36f4d52acd58b56950d51b99d9f1adb55529885,hogun-11.cluster,"Birth.FATHER_FORENAME, Birth.FATHER_SURNAME, Birth.MOTHER_FORENAME, Birth.MOTHER_MAIDEN_SURNAME","Death.FATHER_FORENAME, Death.FATHER_SURNAME, Death.MOTHER_FORENAME, Death.MOTHER_MAIDEN_SURNAME"
synthetic-scotland,133k,5,1,birth-death-sibling,0.4,JENSEN_SHANNON,25,3,68,226505,0.0423,0,0,7161,4279314952,90,d36f4d52acd58b56950d51b99d9f1adb55529885,hogun-4.cluster,"Birth.FATHER_FORENAME, Birth.FATHER_SURNAME, Birth.MOTHER_FORENAME, Birth.MOTHER_MAIDEN_SURNAME","Death.FATHER_FORENAME, Death.FATHER_SURNAME, Death.MOTHER_FORENAME, Death.MOTHER_MAIDEN_SURNAME"
synthetic-scotland,133k,2,0,birth-death-sibling,0.9,JENSEN_SHANNON,40,226500,-1411474335,0,-0.0002,1,-0.0003,29284,4225083952,90,d36f4d52acd58b56950d51b99d9f1adb55529885,hogun-8.cluster,"Birth.FATHER_FORENAME, Birth.FATHER_SURNAME, Birth.MOTHER_FORENAME, Birth.MOTHER_MAIDEN_SURNAME","Death.FATHER_FORENAME, Death.FATHER_SURNAME, Death.MOTHER_FORENAME, Death.MOTHER_MAIDEN_SURNAME"
synthetic-scotland,133k,5,1,birth-death-sibling,0.5,JENSEN_SHANNON,25,190419,14333,36089,0.93,0.8407,0.8831,1157,1576848296,90,d36f4d52acd58b56950d51b99d9f1adb55529885,hogun-4.cluster,"Birth.FATHER_FORENAME, Birth.FATHER_SURNAME, Birth.MOTHER_FORENAME, Birth.MOTHER_MAIDEN_SURNAME","Death.FATHER_FORENAME, Death.FATHER_SURNAME, Death.MOTHER_FORENAME, Death.MOTHER_MAIDEN_SURNAME"
synthetic-scotland,133k,5,1,birth-death-sibling,0.6,JENSEN_SHANNON,25,196759,42559,29749,0.8222,0.8687,0.8448,1827,3748396280,90,d36f4d52acd58b56950d51b99d9f1adb55529885,hogun-5.cluster,"Birth.FATHER_FORENAME, Birth.FATHER_SURNAME, Birth.MOTHER_FORENAME, Birth.MOTHER_MAIDEN_SURNAME","Death.FATHER_FORENAME, Death.FATHER_SURNAME, Death.MOTHER_FORENAME, Death.MOTHER_MAIDEN_SURNAME"
synthetic-scotland,133k,5,1,birth-death-sibling,0.7,JENSEN_SHANNON,25,206665,6521494,19843,0.0307,0.9124,0.0594,1868,1789762640,90,d36f4d52acd58b56950d51b99d9f1adb55529885,hogun-2.cluster,"Birth.FATHER_FORENAME, Birth.FATHER_SURNAME, Birth.MOTHER_FORENAME, Birth.MOTHER_MAIDEN_SURNAME","Death.FATHER_FORENAME, Death.FATHER_SURNAME, Death.MOTHER_FORENAME, Death.MOTHER_MAIDEN_SURNAME"
synthetic-scotland,133k,5,2,birth-death-sibling,0.6,JENSEN_SHANNON,25,169905,36769,56603,0.8221,0.7501,0.7845,2120,1051638680,90,d36f4d52acd58b56950d51b99d9f1adb55529885,sif-9.cluster,"Birth.FATHER_FORENAME, Birth.FATHER_SURNAME, Birth.MOTHER_FORENAME, Birth.MOTHER_MAIDEN_SURNAME","Death.FATHER_FORENAME, Death.FATHER_SURNAME, Death.MOTHER_FORENAME, Death.MOTHER_MAIDEN_SURNAME"
synthetic-scotland,133k,5,2,birth-death-sibling,0.5,JENSEN_SHANNON,25,158650,12043,67858,0.9294,0.7004,0.7988,2474,4145035752,90,d36f4d52acd58b56950d51b99d9f1adb55529885,sif-8.cluster,"Birth.FATHER_FORENAME, Birth.FATHER_SURNAME, Birth.MOTHER_FORENAME, Birth.MOTHER_MAIDEN_SURNAME","Death.FATHER_FORENAME, Death.FATHER_SURNAME, Death.MOTHER_FORENAME, Death.MOTHER_MAIDEN_SURNAME"
synthetic-scotland,133k,5,2,birth-death-sibling,0.7,JENSEN_SHANNON,25,189071,5731578,37437,0.0319,0.8347,0.0615,1837,3367783832,90,d36f4d52acd58b56950d51b99d9f1adb55529885,hogun-4.cluster,"Birth.FATHER_FORENAME, Birth.FATHER_SURNAME, Birth.MOTHER_FORENAME, Birth.MOTHER_MAIDEN_SURNAME","Death.FATHER_FORENAME, Death.FATHER_SURNAME, Death.MOTHER_FORENAME, Death.MOTHER_MAIDEN_SURNAME"
synthetic-scotland,133k,4,1,birth-death-sibling,0.6,JENSEN_SHANNON,25,198673,46173,29667,0.8114,0.8701,0.8397,2214,4433998048,90,d36f4d52acd58b56950d51b99d9f1adb55529885,sif-8.cluster,"Birth.FATHER_FORENAME, Birth.FATHER_SURNAME, Birth.MOTHER_FORENAME, Birth.MOTHER_MAIDEN_SURNAME","Death.FATHER_FORENAME, Death.FATHER_SURNAME, Death.MOTHER_FORENAME, Death.MOTHER_MAIDEN_SURNAME"
synthetic-scotland,133k,4,1,birth-death-sibling,0.5,JENSEN_SHANNON,25,192290,12605,36050,0.9385,0.8421,0.8877,2785,4136037784,90,d36f4d52acd58b56950d51b99d9f1adb55529885,sif-9.cluster,"Birth.FATHER_FORENAME, Birth.FATHER_SURNAME, Birth.MOTHER_FORENAME, Birth.MOTHER_MAIDEN_SURNAME","Death.FATHER_FORENAME, Death.FATHER_SURNAME, Death.MOTHER_FORENAME, Death.MOTHER_MAIDEN_SURNAME"
synthetic-scotland,133k,4,1,birth-death-sibling,0.7,JENSEN_SHANNON,25,208457,6652656,19883,0.0304,0.9129,0.0588,2609,4631256832,90,d36f4d52acd58b56950d51b99d9f1adb55529885,hogun-4.cluster,"Birth.FATHER_FORENAME, Birth.FATHER_SURNAME, Birth.MOTHER_FORENAME, Birth.MOTHER_MAIDEN_SURNAME","Death.FATHER_FORENAME, Death.FATHER_SURNAME, Death.MOTHER_FORENAME, Death.MOTHER_MAIDEN_SURNAME"
synthetic-scotland,133k,5,1,birth-death-sibling,0.9,JENSEN_SHANNON,25,216656,1756245101,9852,0.0001,0.9565,0.0002,7873,4055034184,90,d36f4d52acd58b56950d51b99d9f1adb55529885,sif-1.cluster,"Birth.FATHER_FORENAME, Birth.FATHER_SURNAME, Birth.MOTHER_FORENAME, Birth.MOTHER_MAIDEN_SURNAME","Death.FATHER_FORENAME, Death.FATHER_SURNAME, Death.MOTHER_FORENAME, Death.MOTHER_MAIDEN_SURNAME"
synthetic-scotland,133k,5,1,birth-death-sibling,0.8,JENSEN_SHANNON,25,216656,1756245101,9852,0.0001,0.9565,0.0002,8083,1851232232,90,d36f4d52acd58b56950d51b99d9f1adb55529885,sif-2.cluster,"Birth.FATHER_FORENAME, Birth.FATHER_SURNAME, Birth.MOTHER_FORENAME, Birth.MOTHER_MAIDEN_SURNAME","Death.FATHER_FORENAME, Death.FATHER_SURNAME, Death.MOTHER_FORENAME, Death.MOTHER_MAIDEN_SURNAME"
synthetic-scotland,133k,1,1,birth-death-sibling,0.4,JENSEN_SHANNON,25,7,113,226005,0.0583,0,0.0001,9928,4724560560,90,d36f4d52acd58b56950d51b99d9f1adb55529885,sif-7.cluster,"Birth.FATHER_FORENAME, Birth.FATHER_SURNAME, Birth.MOTHER_FORENAME, Birth.MOTHER_MAIDEN_SURNAME","Death.FATHER_FORENAME, Death.FATHER_SURNAME, Death.MOTHER_FORENAME, Death.MOTHER_MAIDEN_SURNAME"
synthetic-scotland,133k,4,2,birth-death-sibling,0.5,JENSEN_SHANNON,25,159573,10748,68767,0.9369,0.6988,0.8005,3514,4861561768,90,d36f4d52acd58b56950d51b99d9f1adb55529885,hogun-4.cluster,"Birth.FATHER_FORENAME, Birth.FATHER_SURNAME, Birth.MOTHER_FORENAME, Birth.MOTHER_MAIDEN_SURNAME","Death.FATHER_FORENAME, Death.FATHER_SURNAME, Death.MOTHER_FORENAME, Death.MOTHER_MAIDEN_SURNAME"
synthetic-scotland,133k,4,2,birth-death-sibling,0.7,JENSEN_SHANNON,25,189976,5851368,38364,0.0314,0.832,0.0606,2010,4354115648,90,d36f4d52acd58b56950d51b99d9f1adb55529885,sif-2.cluster,"Birth.FATHER_FORENAME, Birth.FATHER_SURNAME, Birth.MOTHER_FORENAME, Birth.MOTHER_MAIDEN_SURNAME","Death.FATHER_FORENAME, Death.FATHER_SURNAME, Death.MOTHER_FORENAME, Death.MOTHER_MAIDEN_SURNAME"
synthetic-scotland,133k,4,2,birth-death-sibling,0.6,JENSEN_SHANNON,25,171181,40820,57159,0.8075,0.7497,0.7775,2566,4055034184,90,d36f4d52acd58b56950d51b99d9f1adb55529885,sif-1.cluster,"Birth.FATHER_FORENAME, Birth.FATHER_SURNAME, Birth.MOTHER_FORENAME, Birth.MOTHER_MAIDEN_SURNAME","Death.FATHER_FORENAME, Death.FATHER_SURNAME, Death.MOTHER_FORENAME, Death.MOTHER_MAIDEN_SURNAME"
synthetic-scotland,133k,3,1,birth-death-sibling,0.5,JENSEN_SHANNON,25,192992,12829,36147,0.9377,0.8422,0.8874,1904,4354115648,90,d36f4d52acd58b56950d51b99d9f1adb55529885,sif-2.cluster,"Birth.FATHER_FORENAME, Birth.FATHER_SURNAME, Birth.MOTHER_FORENAME, Birth.MOTHER_MAIDEN_SURNAME","Death.FATHER_FORENAME, Death.FATHER_SURNAME, Death.MOTHER_FORENAME, Death.MOTHER_MAIDEN_SURNAME"
synthetic-scotland,133k,4,1,birth-death-sibling,0.8,JENSEN_SHANNON,25,218666,1821440590,9674,0.0001,0.9576,0.0002,8502,4433998048,90,d36f4d52acd58b56950d51b99d9f1adb55529885,sif-8.cluster,"Birth.FATHER_FORENAME, Birth.FATHER_SURNAME, Birth.MOTHER_FORENAME, Birth.MOTHER_MAIDEN_SURNAME","Death.FATHER_FORENAME, Death.FATHER_SURNAME, Death.MOTHER_FORENAME, Death.MOTHER_MAIDEN_SURNAME"
synthetic-scotland,133k,3,1,birth-death-sibling,0.7,JENSEN_SHANNON,25,209377,6619861,19762,0.0307,0.9138,0.0593,1899,4501314472,90,d36f4d52acd58b56950d51b99d9f1adb55529885,sif-2.cluster,"Birth.FATHER_FORENAME, Birth.FATHER_SURNAME, Birth.MOTHER_FORENAME, Birth.MOTHER_MAIDEN_SURNAME","Death.FATHER_FORENAME, Death.FATHER_SURNAME, Death.MOTHER_FORENAME, Death.MOTHER_MAIDEN_SURNAME"
synthetic-scotland,133k,3,1,birth-death-sibling,0.6,JENSEN_SHANNON,25,198864,42703,30275,0.8232,0.8679,0.845,3502,4744977096,90,d36f4d52acd58b56950d51b99d9f1adb55529885,sif-1.cluster,"Birth.FATHER_FORENAME, Birth.FATHER_SURNAME, Birth.MOTHER_FORENAME, Birth.MOTHER_MAIDEN_SURNAME","Death.FATHER_FORENAME, Death.FATHER_SURNAME, Death.MOTHER_FORENAME, Death.MOTHER_MAIDEN_SURNAME"
synthetic-scotland,133k,5,2,birth-death-sibling,0.9,JENSEN_SHANNON,25,207820,1683219068,18688,0.0001,0.9175,0.0002,12450,4212854440,90,d36f4d52acd58b56950d51b99d9f1adb55529885,hogun-2.cluster,"Birth.FATHER_FORENAME, Birth.FATHER_SURNAME, Birth.MOTHER_FORENAME, Birth.MOTHER_MAIDEN_SURNAME","Death.FATHER_FORENAME, Death.FATHER_SURNAME, Death.MOTHER_FORENAME, Death.MOTHER_MAIDEN_SURNAME"
synthetic-scotland,133k,5,2,birth-death-sibling,0.8,JENSEN_SHANNON,25,207820,1683219068,18688,0.0001,0.9175,0.0002,12699,4512655360,90,d36f4d52acd58b56950d51b99d9f1adb55529885,hogun-5.cluster,"Birth.FATHER_FORENAME, Birth.FATHER_SURNAME, Birth.MOTHER_FORENAME, Birth.MOTHER_MAIDEN_SURNAME","Death.FATHER_FORENAME, Death.FATHER_SURNAME, Death.MOTHER_FORENAME, Death.MOTHER_MAIDEN_SURNAME"
synthetic-scotland,133k,4,1,birth-death-sibling,0.9,JENSEN_SHANNON,25,218666,1821440590,9674,0.0001,0.9576,0.0002,12365,4543316416,90,d36f4d52acd58b56950d51b99d9f1adb55529885,sif-9.cluster,"Birth.FATHER_FORENAME, Birth.FATHER_SURNAME, Birth.MOTHER_FORENAME, Birth.MOTHER_MAIDEN_SURNAME","Death.FATHER_FORENAME, Death.FATHER_SURNAME, Death.MOTHER_FORENAME, Death.MOTHER_MAIDEN_SURNAME"
synthetic-scotland,133k,3,2,birth-death-sibling,0.6,JENSEN_SHANNON,25,171393,36910,57746,0.8228,0.748,0.7836,3628,4212854440,90,d36f4d52acd58b56950d51b99d9f1adb55529885,hogun-2.cluster,"Birth.FATHER_FORENAME, Birth.FATHER_SURNAME, Birth.MOTHER_FORENAME, Birth.MOTHER_MAIDEN_SURNAME","Death.FATHER_FORENAME, Death.FATHER_SURNAME, Death.MOTHER_FORENAME, Death.MOTHER_MAIDEN_SURNAME"
synthetic-scotland,133k,3,2,birth-death-sibling,0.7,JENSEN_SHANNON,25,190757,5787212,38382,0.0319,0.8325,0.0615,3734,4512655360,90,d36f4d52acd58b56950d51b99d9f1adb55529885,hogun-5.cluster,"Birth.FATHER_FORENAME, Birth.FATHER_SURNAME, Birth.MOTHER_FORENAME, Birth.MOTHER_MAIDEN_SURNAME","Death.FATHER_FORENAME, Death.FATHER_SURNAME, Death.MOTHER_FORENAME, Death.MOTHER_MAIDEN_SURNAME"
synthetic-scotland,133k,3,2,birth-death-sibling,0.5,JENSEN_SHANNON,25,159910,10955,69229,0.9359,0.6979,0.7995,4522,4744977096,90,d36f4d52acd58b56950d51b99d9f1adb55529885,sif-1.cluster,"Birth.FATHER_FORENAME, Birth.FATHER_SURNAME, Birth.MOTHER_FORENAME, Birth.MOTHER_MAIDEN_SURNAME","Death.FATHER_FORENAME, Death.FATHER_SURNAME, Death.MOTHER_FORENAME, Death.MOTHER_MAIDEN_SURNAME"
synthetic-scotland,133k,2,1,birth-death-sibling,0.5,JENSEN_SHANNON,25,190210,12096,36290,0.9402,0.8398,0.8872,3594,4512655360,90,d36f4d52acd58b56950d51b99d9f1adb55529885,hogun-5.cluster,"Birth.FATHER_FORENAME, Birth.FATHER_SURNAME, Birth.MOTHER_FORENAME, Birth.MOTHER_MAIDEN_SURNAME","Death.FATHER_FORENAME, Death.FATHER_SURNAME, Death.MOTHER_FORENAME, Death.MOTHER_MAIDEN_SURNAME"
synthetic-scotland,133k,3,1,birth-death-sibling,0.9,JENSEN_SHANNON,25,219068,1804841138,10071,0.0001,0.956,0.0002,8151,4501314472,90,d36f4d52acd58b56950d51b99d9f1adb55529885,sif-2.cluster,"Birth.FATHER_FORENAME, Birth.FATHER_SURNAME, Birth.MOTHER_FORENAME, Birth.MOTHER_MAIDEN_SURNAME","Death.FATHER_FORENAME, Death.FATHER_SURNAME, Death.MOTHER_FORENAME, Death.MOTHER_MAIDEN_SURNAME"
synthetic-scotland,133k,2,1,birth-death-sibling,0.6,JENSEN_SHANNON,25,196186,40698,30314,0.8282,0.8662,0.8468,5196,4753167328,90,d36f4d52acd58b56950d51b99d9f1adb55529885,sif-1.cluster,"Birth.FATHER_FORENAME, Birth.FATHER_SURNAME, Birth.MOTHER_FORENAME, Birth.MOTHER_MAIDEN_SURNAME","Death.FATHER_FORENAME, Death.FATHER_SURNAME, Death.MOTHER_FORENAME, Death.MOTHER_MAIDEN_SURNAME"
synthetic-scotland,133k,2,1,birth-death-sibling,0.7,JENSEN_SHANNON,25,206562,6316721,19938,0.0317,0.912,0.0612,3675,4512655360,90,d36f4d52acd58b56950d51b99d9f1adb55529885,hogun-5.cluster,"Birth.FATHER_FORENAME, Birth.FATHER_SURNAME, Birth.MOTHER_FORENAME, Birth.MOTHER_MAIDEN_SURNAME","Death.FATHER_FORENAME, Death.FATHER_SURNAME, Death.MOTHER_FORENAME, Death.MOTHER_MAIDEN_SURNAME"
synthetic-scotland,133k,4,2,birth-death-sibling,0.9,JENSEN_SHANNON,25,209197,1742489726,19143,0.0001,0.9162,0.0002,16635,4861561768,90,d36f4d52acd58b56950d51b99d9f1adb55529885,hogun-4.cluster,"Birth.FATHER_FORENAME, Birth.FATHER_SURNAME, Birth.MOTHER_FORENAME, Birth.MOTHER_MAIDEN_SURNAME","Death.FATHER_FORENAME, Death.FATHER_SURNAME, Death.MOTHER_FORENAME, Death.MOTHER_MAIDEN_SURNAME"
synthetic-scotland,133k,3,1,birth-death-sibling,0.8,JENSEN_SHANNON,25,219068,1804841138,10071,0.0001,0.956,0.0002,13477,4433998048,90,d36f4d52acd58b56950d51b99d9f1adb55529885,sif-8.cluster,"Birth.FATHER_FORENAME, Birth.FATHER_SURNAME, Birth.MOTHER_FORENAME, Birth.MOTHER_MAIDEN_SURNAME","Death.FATHER_FORENAME, Death.FATHER_SURNAME, Death.MOTHER_FORENAME, Death.MOTHER_MAIDEN_SURNAME"
synthetic-scotland,133k,2,2,birth-death-sibling,0.6,JENSEN_SHANNON,25,169809,34907,56691,0.8295,0.7497,0.7876,3466,4861561768,90,d36f4d52acd58b56950d51b99d9f1adb55529885,hogun-4.cluster,"Birth.FATHER_FORENAME, Birth.FATHER_SURNAME, Birth.MOTHER_FORENAME, Birth.MOTHER_MAIDEN_SURNAME","Death.FATHER_FORENAME, Death.FATHER_SURNAME, Death.MOTHER_FORENAME, Death.MOTHER_MAIDEN_SURNAME"
synthetic-scotland,133k,2,2,birth-death-sibling,0.5,JENSEN_SHANNON,25,158592,10010,67908,0.9406,0.7002,0.8028,4754,4512655360,90,d36f4d52acd58b56950d51b99d9f1adb55529885,hogun-5.cluster,"Birth.FATHER_FORENAME, Birth.FATHER_SURNAME, Birth.MOTHER_FORENAME, Birth.MOTHER_MAIDEN_SURNAME","Death.FATHER_FORENAME, Death.FATHER_SURNAME, Death.MOTHER_FORENAME, Death.MOTHER_MAIDEN_SURNAME"
synthetic-scotland,133k,2,2,birth-death-sibling,0.7,JENSEN_SHANNON,25,188376,5543333,38124,0.0329,0.8317,0.0632,3893,4952865120,90,d36f4d52acd58b56950d51b99d9f1adb55529885,sif-8.cluster,"Birth.FATHER_FORENAME, Birth.FATHER_SURNAME, Birth.MOTHER_FORENAME, Birth.MOTHER_MAIDEN_SURNAME","Death.FATHER_FORENAME, Death.FATHER_SURNAME, Death.MOTHER_FORENAME, Death.MOTHER_MAIDEN_SURNAME"
synthetic-scotland,133k,2,1,birth-death-sibling,0.8,JENSEN_SHANNON,25,216834,1780884931,9666,0.0001,0.9573,0.0002,12772,4501314472,90,d36f4d52acd58b56950d51b99d9f1adb55529885,sif-2.cluster,"Birth.FATHER_FORENAME, Birth.FATHER_SURNAME, Birth.MOTHER_FORENAME, Birth.MOTHER_MAIDEN_SURNAME","Death.FATHER_FORENAME, Death.FATHER_SURNAME, Death.MOTHER_FORENAME, Death.MOTHER_MAIDEN_SURNAME"
synthetic-scotland,133k,3,2,birth-death-sibling,0.9,JENSEN_SHANNON,25,209839,1730024094,19300,0.0001,0.9158,0.0002,17122,4597098200,90,d36f4d52acd58b56950d51b99d9f1adb55529885,hogun-2.cluster,"Birth.FATHER_FORENAME, Birth.FATHER_SURNAME, Birth.MOTHER_FORENAME, Birth.MOTHER_MAIDEN_SURNAME","Death.FATHER_FORENAME, Death.FATHER_SURNAME, Death.MOTHER_FORENAME, Death.MOTHER_MAIDEN_SURNAME"
synthetic-scotland,133k,3,2,birth-death-sibling,0.8,JENSEN_SHANNON,25,209839,1730024094,19300,0.0001,0.9158,0.0002,18387,4884706776,90,d36f4d52acd58b56950d51b99d9f1adb55529885,sif-9.cluster,"Birth.FATHER_FORENAME, Birth.FATHER_SURNAME, Birth.MOTHER_FORENAME, Birth.MOTHER_MAIDEN_SURNAME","Death.FATHER_FORENAME, Death.FATHER_SURNAME, Death.MOTHER_FORENAME, Death.MOTHER_MAIDEN_SURNAME"
synthetic-scotland,133k,1,1,birth-death-sibling,0.5,JENSEN_SHANNON,25,190454,12319,35558,0.9392,0.8427,0.8883,6807,4952865120,90,d36f4d52acd58b56950d51b99d9f1adb55529885,sif-8.cluster,"Birth.FATHER_FORENAME, Birth.FATHER_SURNAME, Birth.MOTHER_FORENAME, Birth.MOTHER_MAIDEN_SURNAME","Death.FATHER_FORENAME, Death.FATHER_SURNAME, Death.MOTHER_FORENAME, Death.MOTHER_MAIDEN_SURNAME"